Provider,TotalClaims,UniqueBeneficiaries,UniquePhysicians,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,IPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_mean,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_KidneyDisease_mean,ChronicCond_Cancer_mean,ChronicCond_ObstrPulmonary_mean,ChronicCond_Depression_mean,ChronicCond_Diabetes_mean,ChronicCond_IschemicHeart_mean,ChronicCond_Osteoporasis_mean,ChronicCond_rheumatoidarthritis_mean,ChronicCond_stroke_mean,RenalDiseaseIndicator_mean,PotentialFraud,PotentialFraud_Encoded
PRV55808,22,10,4,4690,213.1818181818182,288.7309897042304,80.0,3.6363636363636362,12.0,11.727272727272727,1818.1818181818182,1126.8181818181818,0.09090909090909091,0.5454545454545454,0.13636363636363635,0.0,0.4090909090909091,0.2727272727272727,0.7272727272727273,0.8636363636363636,0.5,0.22727272727272727,0.18181818181818182,0.0,No,0
PRV55809,10,9,3,62000,6200.0,4732.863826479693,9612.0,1068.0,12.0,12.0,17733.0,1294.0,0.5,0.8,0.9,0.3,0.5,0.7,0.9,1.0,0.5,0.3,0.4,0.2,No,0
PRV55810,1,1,1,12000,12000.0,,1068.0,1068.0,12.0,12.0,12000.0,2890.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,No,0
PRV55811,2,2,1,41000,20500.0,12020.815280171308,2136.0,1068.0,12.0,12.0,21300.0,190.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,No,0
PRV55812,17,16,2,161000,9470.588235294117,5173.461692363532,17088.0,1068.0,12.0,12.0,15604.117647058823,2377.0588235294117,0.47058823529411764,0.7647058823529411,0.6470588235294118,0.11764705882352941,0.35294117647058826,0.35294117647058826,0.9411764705882353,0.7647058823529411,0.4117647058823529,0.4117647058823529,0.35294117647058826,0.17647058823529413,Yes,1
PRV55813,7,7,1,38000,5428.571428571428,4314.979445958881,7476.0,1068.0,12.0,12.0,9471.42857142857,797.1428571428571,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,No,0
PRV55814,4,4,1,110,27.5,23.629078131263043,80.0,20.0,12.0,12.0,3535.0,1152.5,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0.0,0.0,0.0,0.0,No,0
PRV55815,4,4,2,12000,3000.0,2160.2468994692867,4272.0,1068.0,12.0,12.0,5100.0,647.5,0.0,0.5,0.5,0.5,0.75,0.5,1.0,0.75,0.75,0.0,0.0,0.5,No,0
PRV55816,1,1,1,6000,6000.0,,1068.0,1068.0,12.0,12.0,6000.0,790.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No,0
PRV55817,25,23,4,222000,8880.0,11366.324530530233,26700.0,1068.0,12.0,12.0,18455.6,2922.0,0.56,0.76,0.76,0.28,0.64,0.52,0.96,0.92,0.44,0.52,0.32,0.32,No,0
PRV55818,10,10,6,5620,562.0,1560.5753924612407,2136.0,213.6,12.0,12.0,2580.0,1717.0,0.4,0.8,0.2,0.2,0.3,0.7,1.0,0.8,0.2,0.4,0.0,0.1,No,0
PRV55819,198,89,23,48390,244.3939393939394,440.91665748339705,720.0,3.6363636363636362,11.93939393939394,11.974747474747474,2064.343434343434,1600.4040404040404,0.3888888888888889,0.494949494949495,0.2676767676767677,0.14646464646464646,0.2777777777777778,0.5656565656565656,0.48484848484848486,0.6818181818181818,0.21717171717171718,0.3484848484848485,0.0707070707070707,0.10606060606060606,No,0
PRV55820,477,332,13,120350,252.30607966457023,559.9742328112426,1270.0,2.6624737945492662,11.924528301886792,11.849056603773585,5732.0964360587,1936.1215932914047,0.3438155136268344,0.5974842767295597,0.34591194968553457,0.1509433962264151,0.3333333333333333,0.429769392033543,0.7190775681341719,0.740041928721174,0.2976939203354298,0.3333333333333333,0.11320754716981132,0.20335429769392033,No,0
PRV55821,195,135,5,207970,1066.5128205128206,4343.129322617405,14204.0,72.84102564102564,11.928205128205128,12.0,5900.102564102564,2126.25641025641,0.29743589743589743,0.5435897435897435,0.358974358974359,0.11282051282051282,0.2717948717948718,0.4307692307692308,0.717948717948718,0.7538461538461538,0.3333333333333333,0.24102564102564103,0.08717948717948718,0.20512820512820512,Yes,1
PRV55822,384,196,25,112770,293.671875,578.9522422802969,940.0,2.4479166666666665,11.90625,11.981770833333334,5179.375,1955.2864583333333,0.3854166666666667,0.5963541666666666,0.359375,0.15885416666666666,0.2682291666666667,0.3723958333333333,0.671875,0.7421875,0.2734375,0.2760416666666667,0.06770833333333333,0.1328125,No,0
PRV55826,26,25,14,106390,4091.923076923077,11629.490795122809,4372.0,168.15384615384616,12.0,12.0,12226.153846153846,2439.6153846153848,0.5,0.6538461538461539,0.5769230769230769,0.2692307692307692,0.3076923076923077,0.2692307692307692,0.8076923076923077,0.7692307692307693,0.5769230769230769,0.5,0.11538461538461539,0.15384615384615385,No,0
PRV55828,24,24,21,26970,1123.75,2237.5351588201966,7586.0,316.0833333333333,12.0,11.958333333333334,4506.666666666667,1824.5833333333333,0.375,0.5,0.3333333333333333,0.041666666666666664,0.3333333333333333,0.3333333333333333,0.7916666666666666,0.6666666666666666,0.3333333333333333,0.375,0.20833333333333334,0.125,No,0
PRV55830,10,8,9,103120,10312.0,10293.670978918173,8544.0,854.4,12.0,12.0,16309.0,1589.0,0.3,0.6,0.6,0.2,0.4,0.4,0.6,0.9,0.5,0.2,0.1,0.0,No,0
PRV55831,810,471,6,235090,290.2345679012346,627.5792322461947,2200.0,2.7160493827160495,11.908641975308642,11.934567901234567,4706.074074074074,2457.814814814815,0.38395061728395063,0.5864197530864198,0.36790123456790125,0.16790123456790124,0.36049382716049383,0.4382716049382716,0.7345679012345679,0.7222222222222222,0.3160493827160494,0.35432098765432096,0.09753086419753086,0.19135802469135801,No,0
PRV55832,284,259,118,481100,1694.0140845070423,4199.027577123125,48810.0,171.8661971830986,12.0,11.862676056338028,5557.4647887323945,2247.218309859155,0.426056338028169,0.573943661971831,0.36971830985915494,0.1619718309859155,0.323943661971831,0.43661971830985913,0.7429577464788732,0.75,0.31690140845070425,0.3028169014084507,0.14084507042253522,0.13380281690140844,No,0
PRV55833,144,84,7,94850,658.6805555555555,2769.9519691192586,4542.0,31.541666666666668,12.0,11.847222222222221,6469.513888888889,2203.2638888888887,0.4236111111111111,0.5763888888888888,0.4027777777777778,0.2569444444444444,0.3819444444444444,0.4444444444444444,0.6597222222222222,0.7222222222222222,0.3611111111111111,0.2569444444444444,0.0763888888888889,0.1597222222222222,No,0
PRV55834,453,207,29,197250,435.43046357615896,1247.0530226427052,10622.0,23.44812362030905,11.955849889624725,11.969094922737307,5640.949227373068,2467.373068432671,0.3598233995584989,0.5827814569536424,0.40397350993377484,0.15011037527593818,0.36644591611479027,0.48123620309050774,0.7571743929359823,0.7969094922737306,0.36644591611479027,0.18984547461368653,0.09050772626931568,0.1986754966887417,No,0
PRV55835,269,139,22,139590,518.9219330855019,1936.899533683746,8276.0,30.765799256505577,12.0,12.0,4819.92565055762,1998.5130111524163,0.379182156133829,0.5985130111524164,0.4349442379182156,0.05947955390334572,0.25650557620817843,0.3680297397769517,0.6877323420074349,0.6654275092936803,0.2379182156133829,0.20074349442379183,0.09293680297397769,0.22304832713754646,Yes,1
PRV55836,82,72,39,122790,1497.439024390244,3241.866864607646,16220.0,197.8048780487805,12.0,12.0,4072.9268292682927,1587.8048780487804,0.4146341463414634,0.5975609756097561,0.4024390243902439,0.15853658536585366,0.3902439024390244,0.4268292682926829,0.7560975609756098,0.7560975609756098,0.23170731707317074,0.24390243902439024,0.08536585365853659,0.17073170731707318,No,0
PRV55837,45,44,23,155370,3452.6666666666665,9222.438890603129,8574.0,190.53333333333333,12.0,11.911111111111111,5402.666666666667,2511.1111111111113,0.24444444444444444,0.5555555555555556,0.4222222222222222,0.06666666666666667,0.3333333333333333,0.37777777777777777,0.6,0.8,0.24444444444444444,0.2222222222222222,0.08888888888888889,0.24444444444444444,No,0
PRV55839,186,115,7,76630,411.98924731182797,1436.4678225735374,3464.0,18.623655913978496,12.0,12.0,4433.602150537635,2491.451612903226,0.3333333333333333,0.6881720430107527,0.40860215053763443,0.13978494623655913,0.3172043010752688,0.478494623655914,0.6559139784946236,0.7580645161290323,0.1935483870967742,0.3602150537634409,0.11290322580645161,0.24193548387096775,No,0
PRV55842,122,43,21,49540,406.0655737704918,753.7460797173921,610.0,5.0,11.114754098360656,12.0,932.1311475409836,3055.0819672131147,0.21311475409836064,0.6147540983606558,0.36065573770491804,0.14754098360655737,0.16393442622950818,0.3360655737704918,0.48360655737704916,0.819672131147541,0.4180327868852459,0.22950819672131148,0.04918032786885246,0.30327868852459017,Yes,1
PRV55843,213,106,22,46740,219.43661971830986,467.0881921208332,500.0,2.347417840375587,12.0,11.953051643192488,4046.5727699530516,1867.981220657277,0.3192488262910798,0.5352112676056338,0.3380281690140845,0.16901408450704225,0.2676056338028169,0.4131455399061033,0.6338028169014085,0.6807511737089202,0.28169014084507044,0.26291079812206575,0.09859154929577464,0.19718309859154928,No,0
PRV55846,127,125,86,511670,4028.8976377952754,10012.392181084977,49218.0,387.54330708661416,12.0,11.905511811023622,9684.488188976378,2280.787401574803,0.4409448818897638,0.7559055118110236,0.5196850393700787,0.18110236220472442,0.4251968503937008,0.4566929133858268,0.7559055118110236,0.8267716535433071,0.3937007874015748,0.3543307086614173,0.10236220472440945,0.1889763779527559,No,0
PRV55847,185,105,5,40460,218.7027027027027,442.30183875803925,550.0,2.972972972972973,12.0,12.0,2933.135135135135,1667.2972972972973,0.2648648648648649,0.5459459459459459,0.3621621621621622,0.07027027027027027,0.23243243243243245,0.44324324324324327,0.6270270270270271,0.7297297297297297,0.40540540540540543,0.31891891891891894,0.07567567567567568,0.23783783783783785,No,0
PRV55848,39,32,22,34010,872.0512820512821,2871.6180836513718,3224.0,82.66666666666667,12.0,12.0,4877.948717948718,2533.3333333333335,0.48717948717948717,0.6923076923076923,0.358974358974359,0.1794871794871795,0.3333333333333333,0.6153846153846154,0.6666666666666666,0.717948717948718,0.2564102564102564,0.3076923076923077,0.02564102564102564,0.20512820512820512,No,0
PRV55849,176,167,62,1283730,7293.920454545455,9110.286492244863,132682.0,771.4069767441861,12.0,11.931818181818182,13855.056818181818,1779.659090909091,0.375,0.6534090909090909,0.5227272727272727,0.1590909090909091,0.45454545454545453,0.4375,0.7443181818181818,0.8409090909090909,0.36363636363636365,0.32386363636363635,0.14772727272727273,0.20454545454545456,Yes,1
PRV55850,236,153,27,416040,1762.8813559322034,7864.944046460138,18556.0,78.96170212765958,11.847457627118644,11.94915254237288,4925.042372881356,2380.8474576271187,0.3008474576271186,0.5635593220338984,0.3728813559322034,0.08898305084745763,0.2288135593220339,0.3559322033898305,0.6694915254237288,0.6949152542372882,0.3728813559322034,0.3644067796610169,0.08898305084745763,0.15677966101694915,No,0
PRV55851,45,35,15,43640,969.7777777777778,1915.74159494068,6568.0,145.95555555555555,12.0,12.0,3405.5555555555557,2276.4444444444443,0.4666666666666667,0.6,0.5777777777777777,0.2,0.3111111111111111,0.4444444444444444,0.6888888888888889,0.8,0.2222222222222222,0.28888888888888886,0.022222222222222223,0.13333333333333333,No,0
PRV55852,60,32,11,31730,528.8333333333334,1756.2373991746924,3304.0,55.06666666666667,12.0,12.0,10826.666666666666,1990.0,0.38333333333333336,0.7166666666666667,0.4666666666666667,0.25,0.45,0.6166666666666667,0.8166666666666667,0.9,0.36666666666666664,0.23333333333333334,0.16666666666666666,0.23333333333333334,Yes,1
PRV55854,2,2,2,2460,1230.0,1654.6298679765212,70.0,35.0,12.0,12.0,0.0,1550.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,No,0
PRV55855,114,77,3,23150,203.0701754385965,278.8634556377627,240.0,2.1052631578947367,11.894736842105264,11.93859649122807,4864.298245614035,2210.0877192982457,0.4824561403508772,0.4473684210526316,0.5,0.15789473684210525,0.2807017543859649,0.42105263157894735,0.7368421052631579,0.631578947368421,0.2894736842105263,0.24561403508771928,0.07894736842105263,0.23684210526315788,No,0
PRV55856,54,40,6,12120,224.44444444444446,346.83293061790755,460.0,8.518518518518519,12.0,11.944444444444445,3845.740740740741,2295.0,0.42592592592592593,0.5185185185185185,0.6481481481481481,0.2037037037037037,0.24074074074074073,0.5370370370370371,0.7037037037037037,0.7407407407407407,0.2222222222222222,0.4074074074074074,0.05555555555555555,0.18518518518518517,No,0
PRV55858,8,5,6,710,88.75,53.033008588991066,100.0,12.5,12.0,12.0,625.0,237.5,0.125,0.25,0.0,0.0,0.0,0.25,0.375,0.125,0.125,0.0,0.0,0.0,No,0
PRV55859,15,6,5,4880,325.3333333333333,562.0481253754836,50.0,3.3333333333333335,12.0,12.0,0.0,1773.3333333333333,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.9333333333333333,0.13333333333333333,0.8666666666666667,0.4666666666666667,0.0,No,0
PRV55862,8,8,5,3230,403.75,646.6382848459959,0.0,0.0,12.0,12.0,0.0,1982.5,0.375,0.625,0.25,0.125,0.375,0.25,0.75,0.75,0.25,0.375,0.125,0.25,No,0
PRV55863,5,5,4,650,130.0,152.64337522473747,0.0,0.0,12.0,12.0,3528.0,2018.0,0.8,0.8,0.6,0.0,0.4,0.4,0.8,1.0,0.0,0.2,0.0,0.2,No,0
PRV55864,89,42,4,85400,959.5505617977528,5540.789636478713,4322.0,48.561797752808985,12.0,12.0,5222.471910112359,2168.7640449438204,0.43820224719101125,0.5617977528089888,0.16853932584269662,0.23595505617977527,0.3595505617977528,0.39325842696629215,0.7528089887640449,0.7078651685393258,0.4157303370786517,0.14606741573033707,0.033707865168539325,0.2247191011235955,No,0
PRV55865,325,163,12,91750,282.3076923076923,578.2321109805653,890.0,2.7384615384615385,11.963076923076922,12.0,2829.230769230769,2110.2153846153847,0.28615384615384615,0.5384615384615384,0.36923076923076925,0.10461538461538461,0.2523076923076923,0.4,0.6984615384615385,0.6953846153846154,0.26461538461538464,0.31076923076923074,0.08307692307692308,0.18769230769230769,No,0
PRV55866,115,75,11,31370,272.7826086956522,524.0455782810709,250.0,2.1739130434782608,11.895652173913044,11.895652173913044,5436.173913043478,1801.0434782608695,0.45217391304347826,0.6,0.4,0.19130434782608696,0.2956521739130435,0.28695652173913044,0.7304347826086957,0.8608695652173913,0.3826086956521739,0.24347826086956523,0.12173913043478261,0.2,No,0
PRV55867,88,43,15,39460,448.40909090909093,1698.1253263008748,70.0,0.7954545454545454,12.0,12.0,3089.318181818182,3616.590909090909,0.5,0.6818181818181818,0.38636363636363635,0.125,0.29545454545454547,0.2840909090909091,0.6931818181818182,0.6931818181818182,0.3068181818181818,0.2840909090909091,0.03409090909090909,0.25,No,0
PRV55868,85,39,5,16470,193.76470588235293,410.64982322037395,380.0,4.470588235294118,12.0,12.0,3665.176470588235,1598.1176470588234,0.4235294117647059,0.6,0.38823529411764707,0.12941176470588237,0.25882352941176473,0.29411764705882354,0.7647058823529411,0.8235294117647058,0.3764705882352941,0.3764705882352941,0.09411764705882353,0.1411764705882353,No,0
PRV55869,346,175,29,152590,441.0115606936416,1130.6901136913223,9194.0,26.572254335260116,11.965317919075144,11.919075144508671,3496.849710982659,2472.9190751445085,0.2832369942196532,0.5115606936416185,0.3265895953757225,0.13583815028901733,0.25722543352601157,0.41040462427745666,0.6994219653179191,0.6994219653179191,0.3554913294797688,0.27167630057803466,0.08092485549132948,0.15606936416184972,No,0
PRV55870,56,38,15,22030,393.39285714285717,807.2766266578341,100.0,1.7857142857142858,12.0,12.0,3219.6428571428573,1731.9642857142858,0.35714285714285715,0.42857142857142855,0.2857142857142857,0.10714285714285714,0.21428571428571427,0.4107142857142857,0.5535714285714286,0.6607142857142857,0.30357142857142855,0.30357142857142855,0.07142857142857142,0.17857142857142858,No,0
PRV55871,12,5,2,4480,373.3333333333333,696.7761259522098,40.0,3.3333333333333335,12.0,12.0,5604.166666666667,2730.8333333333335,0.8333333333333334,0.8333333333333334,0.5,0.5,0.5833333333333334,0.4166666666666667,0.9166666666666666,1.0,0.08333333333333333,0.0,0.0,0.08333333333333333,No,0
PRV55872,139,42,17,34120,245.46762589928056,484.006861583867,880.0,6.330935251798561,11.913669064748202,11.913669064748202,1084.1726618705036,2153.165467625899,0.4028776978417266,0.6474820143884892,0.48201438848920863,0.2158273381294964,0.17266187050359713,0.5107913669064749,0.7338129496402878,0.7985611510791367,0.4316546762589928,0.4748201438848921,0.08633093525179857,0.302158273381295,No,0
PRV55873,57,37,20,51670,906.4912280701755,2659.528349181533,6488.0,113.82456140350877,11.578947368421053,12.0,7702.631578947368,1696.6666666666667,0.38596491228070173,0.5789473684210527,0.38596491228070173,0.22807017543859648,0.3333333333333333,0.47368421052631576,0.7017543859649122,0.9298245614035088,0.40350877192982454,0.2807017543859649,0.05263157894736842,0.12280701754385964,No,0
PRV55874,10,10,7,1380,138.0,124.43650768341438,0.0,0.0,12.0,12.0,3200.0,1339.0,0.4,0.7,0.4,0.2,0.6,0.4,0.8,0.8,0.3,0.5,0.2,0.2,No,0
PRV55875,26,25,2,4450,171.15384615384616,418.2853277185508,0.0,0.0,12.0,12.0,3763.076923076923,1430.7692307692307,0.38461538461538464,0.6153846153846154,0.4230769230769231,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.6923076923076923,0.8076923076923077,0.46153846153846156,0.34615384615384615,0.07692307692307693,0.23076923076923078,No,0
PRV55876,19,18,3,4380,230.52631578947367,332.49016166247566,100.0,5.2631578947368425,12.0,12.0,6897.894736842105,1783.157894736842,0.5789473684210527,0.5263157894736842,0.42105263157894735,0.15789473684210525,0.2631578947368421,0.3684210526315789,0.7368421052631579,0.7368421052631579,0.21052631578947367,0.3157894736842105,0.10526315789473684,0.2631578947368421,No,0
PRV55877,4,4,1,1100,275.0,274.2869543622761,0.0,0.0,12.0,12.0,0.0,2690.0,0.75,0.5,0.5,0.0,0.25,0.5,0.75,0.5,0.5,0.25,0.25,0.5,No,0
PRV55879,2,2,1,90,45.0,7.0710678118654755,0.0,0.0,12.0,12.0,19900.0,1815.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,No,0
PRV55880,15,13,3,7180,478.6666666666667,787.898349740504,40.0,2.6666666666666665,12.0,12.0,7768.666666666667,2586.6666666666665,0.5333333333333333,0.6,0.5333333333333333,0.2,0.2,0.4666666666666667,0.8,0.7333333333333333,0.4666666666666667,0.4,0.06666666666666667,0.3333333333333333,No,0
PRV55881,1,1,1,30,30.0,,70.0,70.0,12.0,12.0,7000.0,430.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,No,0
PRV55882,23,22,2,6440,280.0,622.8161847608009,0.0,0.0,12.0,12.0,3011.304347826087,1019.5652173913044,0.4782608695652174,0.5652173913043478,0.2608695652173913,0.34782608695652173,0.2608695652173913,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.21739130434782608,0.30434782608695654,0.17391304347826086,0.17391304347826086,No,0
PRV55883,8,8,1,5480,685.0,1193.0992055507013,0.0,0.0,12.0,12.0,0.0,1678.75,0.125,0.5,0.5,0.125,0.25,0.625,0.75,0.625,0.625,0.125,0.0,0.25,No,0
PRV55884,27,16,4,2880,106.66666666666667,217.3971905557624,90.0,3.3333333333333335,12.0,12.0,277.77777777777777,885.5555555555555,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.37037037037037035,0.8148148148148148,0.25925925925925924,0.25925925925925924,0.037037037037037035,0.2962962962962963,No,0
PRV55885,8,8,1,1610,201.25,323.3943854976901,100.0,12.5,12.0,10.5,625.0,1546.25,0.375,0.25,0.5,0.25,0.125,0.25,0.875,0.5,0.125,0.375,0.125,0.25,No,0
PRV55886,4,4,1,340,85.0,12.909944487358057,0.0,0.0,12.0,12.0,0.0,1062.5,0.5,1.0,0.5,0.0,0.25,0.75,1.0,0.5,0.25,0.5,0.0,0.25,No,0
PRV55887,6,6,1,66000,11000.0,9338.094023943002,5340.0,1068.0,12.0,12.0,23526.666666666668,4031.6666666666665,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,No,0
PRV55891,51,45,33,312730,6131.9607843137255,9941.716153583915,27838.0,545.843137254902,12.0,12.0,13182.156862745098,2010.9803921568628,0.5098039215686274,0.5882352941176471,0.5294117647058824,0.09803921568627451,0.3137254901960784,0.29411764705882354,0.7254901960784313,0.7647058823529411,0.23529411764705882,0.3137254901960784,0.1568627450980392,0.09803921568627451,No,0
PRV55892,449,235,9,118910,264.8329621380846,541.9558093315499,1150.0,2.5612472160356345,11.893095768374165,11.812917594654788,4392.694877505568,2547.772828507795,0.36525612472160357,0.5478841870824054,0.36302895322939865,0.18485523385300667,0.289532293986637,0.44543429844098,0.6347438752783965,0.7216035634743875,0.27616926503340755,0.3051224944320713,0.10690423162583519,0.19376391982182628,No,0
PRV55893,615,297,34,373630,607.5284552845528,2366.242862042998,29048.0,47.232520325203254,11.882926829268293,11.821138211382113,4383.772357723577,2078.8455284552847,0.432520325203252,0.5723577235772358,0.48292682926829267,0.12357723577235773,0.2780487804878049,0.44227642276422763,0.7398373983739838,0.7642276422764228,0.3105691056910569,0.34308943089430893,0.1040650406504065,0.2,Yes,1
PRV55895,1,1,1,200,200.0,,0.0,0.0,12.0,12.0,12000.0,1260.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Yes,1
PRV55896,105,97,48,204310,1945.8095238095239,5333.66355204815,21500.0,206.73076923076923,12.0,11.980952380952381,9683.42857142857,2047.4285714285713,0.5619047619047619,0.6095238095238096,0.41904761904761906,0.14285714285714285,0.4,0.5142857142857142,0.8,0.8571428571428571,0.34285714285714286,0.34285714285714286,0.09523809523809523,0.2,Yes,1
PRV55897,482,180,17,249890,518.4439834024896,3236.0250420445145,10592.0,21.975103734439834,11.95850622406639,11.95435684647303,5274.896265560166,1855.2282157676348,0.34024896265560167,0.6452282157676349,0.35684647302904565,0.15560165975103735,0.3049792531120332,0.34647302904564314,0.6452282157676349,0.6929460580912863,0.34232365145228216,0.2821576763485477,0.07053941908713693,0.16804979253112035,Yes,1
PRV55898,27,26,14,6220,230.37037037037038,607.6340085274098,120.0,4.444444444444445,12.0,12.0,4032.222222222222,3442.222222222222,0.5555555555555556,0.6296296296296297,0.5925925925925926,0.18518518518518517,0.2962962962962963,0.3333333333333333,0.6296296296296297,0.8148148148148148,0.4074074074074074,0.3333333333333333,0.037037037037037035,0.37037037037037035,No,0
PRV55900,19,19,15,113810,5990.0,10119.80621246167,8544.0,449.6842105263158,11.368421052631579,12.0,11643.157894736842,2516.842105263158,0.3157894736842105,0.5263157894736842,0.47368421052631576,0.3684210526315789,0.2631578947368421,0.3684210526315789,0.5789473684210527,0.7894736842105263,0.47368421052631576,0.21052631578947367,0.05263157894736842,0.21052631578947367,No,0
PRV55901,101,50,21,25300,250.4950495049505,458.1470860708901,310.0,3.0693069306930694,11.643564356435643,12.0,8611.683168316831,1901.2871287128712,0.5445544554455446,0.693069306930693,0.5742574257425742,0.10891089108910891,0.5742574257425742,0.36633663366336633,0.7920792079207921,0.8514851485148515,0.3564356435643564,0.36633663366336633,0.13861386138613863,0.26732673267326734,No,0
PRV55902,69,57,38,13230,191.7391304347826,417.12586801806117,160.0,2.318840579710145,12.0,11.826086956521738,5477.68115942029,1957.391304347826,0.4492753623188406,0.6521739130434783,0.34782608695652173,0.18840579710144928,0.42028985507246375,0.5217391304347826,0.7681159420289855,0.7536231884057971,0.36231884057971014,0.34782608695652173,0.08695652173913043,0.2463768115942029,No,0
PRV55903,50,44,44,197820,3956.4,6199.8781291511295,22428.0,467.25,11.4,11.8,10689.4,2140.0,0.58,0.76,0.66,0.28,0.42,0.42,0.8,0.9,0.32,0.4,0.22,0.3,No,0
PRV55904,28,27,16,6190,221.07142857142858,420.8134915957361,0.0,0.0,11.571428571428571,11.571428571428571,3080.0,1957.5,0.5,0.5,0.42857142857142855,0.17857142857142858,0.25,0.35714285714285715,0.6785714285714286,0.8214285714285714,0.17857142857142858,0.32142857142857145,0.0,0.10714285714285714,No,0
PRV55905,95,84,12,789760,8313.263157894737,9797.844252920091,84372.0,917.0869565217391,12.0,12.0,14477.473684210527,1862.7368421052631,0.5684210526315789,0.6105263157894737,0.6,0.14736842105263157,0.4631578947368421,0.4842105263157895,0.8105263157894737,0.8105263157894737,0.3368421052631579,0.35789473684210527,0.17894736842105263,0.22105263157894736,Yes,1
PRV55906,21,20,14,4130,196.66666666666666,252.77130638846916,60.0,2.857142857142857,12.0,12.0,3024.285714285714,1694.2857142857142,0.3333333333333333,0.7142857142857143,0.19047619047619047,0.0,0.2857142857142857,0.5238095238095238,0.6666666666666666,0.8571428571428571,0.14285714285714285,0.38095238095238093,0.14285714285714285,0.14285714285714285,No,0
PRV55907,243,204,81,598180,2461.6460905349795,5158.6316742197805,64490.0,265.3909465020576,11.753086419753087,11.94238683127572,8010.164609053498,2503.0041152263375,0.49382716049382713,0.654320987654321,0.4567901234567901,0.205761316872428,0.37037037037037035,0.49794238683127573,0.7736625514403292,0.7777777777777778,0.345679012345679,0.3868312757201646,0.14814814814814814,0.24279835390946503,No,0
PRV55908,55,48,30,294790,5359.818181818182,8450.577120530506,23586.0,428.8363636363636,12.0,12.0,11947.636363636364,1682.7272727272727,0.509090909090909,0.5454545454545454,0.45454545454545453,0.16363636363636364,0.23636363636363636,0.45454545454545453,0.7272727272727273,0.8363636363636363,0.3090909090909091,0.4909090909090909,0.05454545454545454,0.14545454545454545,No,0
PRV55909,107,91,39,23750,221.9626168224299,411.9247028929741,440.0,4.11214953271028,11.88785046728972,11.88785046728972,4661.121495327103,2444.9532710280373,0.4392523364485981,0.5981308411214953,0.4392523364485981,0.18691588785046728,0.3364485981308411,0.308411214953271,0.5794392523364486,0.6355140186915887,0.2897196261682243,0.2336448598130841,0.102803738317757,0.14953271028037382,No,0
PRV55910,372,149,1,98770,265.51075268817203,556.956987690645,890.0,2.39247311827957,11.96774193548387,12.0,3536.1827956989246,2014.784946236559,0.3467741935483871,0.5403225806451613,0.47580645161290325,0.16666666666666666,0.26344086021505375,0.5053763440860215,0.728494623655914,0.7983870967741935,0.32526881720430106,0.3521505376344086,0.06182795698924731,0.23387096774193547,No,0
PRV55911,239,136,15,465440,1947.44769874477,4341.202222391681,48840.0,205.21008403361344,11.748953974895397,11.94979079497908,5778.033472803348,1727.44769874477,0.37656903765690375,0.6401673640167364,0.4393305439330544,0.16317991631799164,0.2928870292887029,0.4602510460251046,0.6736401673640168,0.7949790794979079,0.3514644351464435,0.24267782426778242,0.11715481171548117,0.20502092050209206,Yes,1
PRV55912,107,100,68,750080,7010.093457943925,9935.564810537486,64110.0,599.1588785046729,11.327102803738319,11.88785046728972,13279.626168224298,2329.626168224299,0.4485981308411215,0.5700934579439252,0.5420560747663551,0.2523364485981308,0.42990654205607476,0.45794392523364486,0.7570093457943925,0.8785046728971962,0.3177570093457944,0.3364485981308411,0.21495327102803738,0.308411214953271,Yes,1
